OrderID,Platform,City,Restaurant,Cuisine,OrderValue,DeliveryTime,CustomerRating,OrderHour,OrderDay
2882,Swiggy,Delhi,Obrien-Dixon,South Indian,164.31,89,4,17,Weekday
2883,Swiggy,Bangalore,"Garcia, Weiss and Young",Fast Food,586.4,72,5,16,Weekday
2884,Zomato,Kolkata,Thomas and Sons,Fast Food,576.21,48,5,21,Weekday
2885,Zomato,Kolkata,Guzman and Sons,South Indian,482.91,35,4,15,Weekday
2886,Swiggy,Delhi,"Howard, Anderson and Dean",Mughlai,295.87,18,3,17,Weekend
2887,Zomato,Kolkata,Pierce LLC,Fast Food,202.67,25,4,18,Weekend
2888,Swiggy,Bangalore,Santos-Martin,Chinese,618.79,17,4,18,Weekday
2889,Swiggy,Hyderabad,Miller-King,Italian,619.38,62,3,17,Weekend
2890,Zomato,Pune,Bentley-Thomas,South Indian,298.91,62,2,22,Weekend
2891,Swiggy,Kolkata,Jones Ltd,Mughlai,518.21,16,4,19,Weekend
2892,Swiggy,Delhi,Cowan-Terry,Mughlai,455.11,30,2,12,Weekday
2893,Swiggy,Delhi,Klein PLC,Biryani,579.37,88,5,13,Weekday
2894,Zomato,Bangalore,"Holland, Dixon and Martin",North Indian,319.01,69,1,9,Weekend
2895,Swiggy,Kolkata,Stewart Group,Fast Food,745.46,20,3,9,Weekday
2896,Zomato,Delhi,Johnson-Munoz,Mughlai,514.93,66,2,14,Weekend
2897,Swiggy,Hyderabad,Nelson PLC,Biryani,461.85,71,2,20,Weekend
2898,Zomato,Pune,Sutton Group,South Indian,288.09,45,4,9,Weekday
2899,Zomato,Pune,Murphy Inc,Chinese,977.88,70,2,19,Weekend
2900,Zomato,Chennai,Blankenship-Strickland,South Indian,177.35,57,5,22,Weekend
2901,Swiggy,Pune,Melton and Sons,Italian,611.29,60,3,23,Weekday
2902,Swiggy,Hyderabad,Smith-Bennett,Chinese,321.49,20,4,22,Weekday
2903,Zomato,Hyderabad,Gray Inc,South Indian,511.24,35,4,15,Weekend
2904,Zomato,Mumbai,Thompson Ltd,Chinese,922.7,52,3,10,Weekend
2905,Zomato,Bangalore,Chapman-Roman,North Indian,835.3,67,2,23,Weekday
2906,Zomato,Bangalore,Rice Ltd,Mughlai,902.48,57,4,22,Weekend
2907,Zomato,Kolkata,"Grimes, Arnold and Lawson",Chinese,138.57,62,5,9,Weekday
2908,Swiggy,Delhi,Jackson Group,Italian,982.12,16,3,16,Weekend
2909,Swiggy,Hyderabad,Reed Ltd,South Indian,940.26,80,5,13,Weekend
2910,Zomato,Hyderabad,"Faulkner, Schmidt and Wheeler",North Indian,575.98,89,3,14,Weekday
2911,Swiggy,Pune,Woods-Anderson,Italian,617.62,20,4,15,Weekend
2912,Swiggy,Pune,Parks Ltd,South Indian,255.82,83,4,13,Weekend
2913,Zomato,Kolkata,Sandoval and Sons,Chinese,778.96,59,2,20,Weekday
2914,Zomato,Pune,Bradley-Adams,Mughlai,903.48,32,5,10,Weekend
2915,Zomato,Delhi,"Fowler, Wood and Waters",North Indian,677.62,69,5,17,Weekday
2916,Swiggy,Kolkata,"Franklin, Mann and White",Italian,855.23,49,4,21,Weekday
2917,Swiggy,Bangalore,Lindsey-Shaw,South Indian,631.58,81,5,17,Weekend
2918,Swiggy,Pune,Cisneros-Meyer,Italian,498.87,60,5,12,Weekday
2919,Swiggy,Hyderabad,"Keith, Cervantes and Torres",Chinese,784.88,72,1,13,Weekday
2920,Swiggy,Chennai,Meza Group,North Indian,644.54,29,5,14,Weekday
2921,Zomato,Mumbai,Bruce-Walters,South Indian,590.46,65,2,13,Weekday
2922,Swiggy,Bangalore,Blair Inc,North Indian,689.69,36,5,12,Weekday
2923,Swiggy,Chennai,Johnston Inc,Mughlai,420.49,74,2,13,Weekend
2924,Swiggy,Mumbai,"Mitchell, Noble and Stokes",North Indian,736.55,78,4,22,Weekend
2925,Swiggy,Pune,Hayden Group,South Indian,243.6,62,5,12,Weekday
2926,Swiggy,Pune,"Romero, Cross and Castillo",Italian,743.13,54,2,19,Weekday
2927,Swiggy,Kolkata,"Jennings, Rhodes and Patel",Chinese,589.59,74,1,20,Weekend
2928,Swiggy,Chennai,Sullivan PLC,Italian,984.67,88,4,11,Weekday
2929,Zomato,Mumbai,Bartlett Ltd,Italian,857.78,33,3,9,Weekend
2930,Swiggy,Delhi,Klein Ltd,Italian,189.71,83,5,9,Weekday
2931,Swiggy,Bangalore,"Brady, Sanchez and Stevenson",Italian,573.26,27,4,12,Weekday
2932,Zomato,Mumbai,"Sutton, Williams and West",South Indian,591.54,72,4,11,Weekday
2933,Swiggy,Kolkata,Craig PLC,North Indian,128.62,57,4,12,Weekend
2934,Zomato,Chennai,Thompson LLC,South Indian,163.07,61,3,17,Weekday
2935,Swiggy,Bangalore,Palmer Inc,Italian,528.22,55,1,10,Weekend
2936,Swiggy,Delhi,Simpson-Jackson,Chinese,959.78,87,5,9,Weekend
2937,Swiggy,Pune,Morgan Ltd,Italian,180.53,19,4,11,Weekday
2938,Swiggy,Mumbai,Decker Inc,South Indian,586.48,63,4,20,Weekend
2939,Swiggy,Chennai,Evans-Carter,Italian,546.05,38,2,21,Weekend
2940,Zomato,Kolkata,Smith Ltd,Mughlai,796.13,67,4,16,Weekday
2941,Swiggy,Pune,"Long, Leblanc and Hickman",Biryani,993.53,23,4,9,Weekend
2942,Zomato,Bangalore,"Robertson, Barry and Walls",South Indian,466.36,33,5,21,Weekend
2943,Zomato,Kolkata,"Charles, Brown and Smith",Biryani,937.61,31,3,11,Weekday
2944,Zomato,Mumbai,Murphy-Gomez,South Indian,408.09,42,5,13,Weekday
2945,Swiggy,Chennai,Bailey Ltd,Mughlai,757.38,89,3,20,Weekend
2946,Zomato,Delhi,Morales Inc,Italian,655.32,41,4,15,Weekend
2947,Zomato,Mumbai,Jordan and Sons,South Indian,930.65,75,4,19,Weekend
2948,Zomato,Chennai,Rice and Sons,Fast Food,121.7,32,3,14,Weekend
2949,Zomato,Mumbai,Martinez-Freeman,Italian,133.35,28,2,19,Weekday
2950,Zomato,Pune,Hammond LLC,Fast Food,929.97,26,3,15,Weekend
2951,Zomato,Chennai,Ruiz LLC,Fast Food,822.1,67,3,17,Weekend
2952,Zomato,Delhi,Diaz-Mcclain,South Indian,517.25,22,5,17,Weekend
2953,Zomato,Hyderabad,"Cain, Rodriguez and Gonzales",Chinese,121.27,44,4,19,Weekday
2954,Swiggy,Pune,Martin-Gomez,North Indian,541.63,87,2,15,Weekend
2955,Swiggy,Mumbai,Smith-Stephenson,Italian,614.15,82,5,21,Weekday
2956,Zomato,Pune,"Gonzalez, Lopez and Williams",Mughlai,662.79,40,4,12,Weekend
2957,Zomato,Pune,Fisher-Rivera,Italian,343.38,20,4,10,Weekday
2958,Zomato,Bangalore,Martin and Sons,Chinese,488.52,33,4,9,Weekday
2959,Swiggy,Delhi,Moyer-Bird,South Indian,769.13,77,4,20,Weekday
2960,Swiggy,Bangalore,Fisher PLC,Chinese,101.34,41,4,9,Weekday
2961,Swiggy,Mumbai,Marsh-Klein,Fast Food,567.1,46,4,20,Weekend
2962,Zomato,Delhi,Potter-Deleon,Fast Food,200.11,15,1,17,Weekday
2963,Swiggy,Bangalore,Shaw-Mclean,North Indian,465.57,15,1,22,Weekday
2964,Zomato,Pune,Anderson-Rosario,Biryani,767.24,34,5,11,Weekend
2965,Swiggy,Hyderabad,Martinez LLC,Mughlai,848.5,83,5,18,Weekend
2966,Swiggy,Hyderabad,"Smith, Cohen and Williams",North Indian,587.6,58,3,22,Weekday
2967,Zomato,Hyderabad,Jordan-Harper,Chinese,449.66,20,2,23,Weekend
2968,Swiggy,Delhi,Hamilton LLC,Italian,206.87,27,4,12,Weekend
2969,Swiggy,Mumbai,Tucker-Hodges,Fast Food,894.14,55,2,18,Weekend
2970,Zomato,Bangalore,Williamson Ltd,Fast Food,227.37,88,5,13,Weekday
2971,Swiggy,Delhi,"Lopez, Campbell and Wilson",Mughlai,333.8,16,2,12,Weekend
2972,Swiggy,Bangalore,Gamble-Wright,Italian,470.0,72,3,18,Weekend
2973,Zomato,Pune,Gonzalez-Mccarthy,Mughlai,346.0,66,4,11,Weekday
2974,Swiggy,Mumbai,Haynes PLC,Fast Food,224.15,17,5,20,Weekday
2975,Swiggy,Delhi,"White, Riddle and Garza",Mughlai,300.24,72,4,21,Weekend
2976,Swiggy,Delhi,"Hernandez, Martinez and Morales",Italian,226.66,82,3,23,Weekday
2977,Zomato,Bangalore,Mooney-Hickman,Mughlai,392.29,32,4,21,Weekend
2978,Swiggy,Hyderabad,Smith-Gonzalez,Chinese,243.79,43,3,16,Weekday
2979,Swiggy,Bangalore,James PLC,North Indian,243.52,27,5,17,Weekday
2980,Zomato,Mumbai,Graves-Baird,Fast Food,204.58,68,5,19,Weekday
2981,Zomato,Bangalore,Rogers Group,Fast Food,116.11,65,2,9,Weekday
2982,Zomato,Pune,Hicks Ltd,South Indian,297.16,48,4,9,Weekday
2983,Swiggy,Delhi,Torres LLC,Fast Food,318.07,33,4,9,Weekday
2984,Swiggy,Delhi,Ramirez-Bell,South Indian,611.02,69,2,10,Weekday
2985,Swiggy,Chennai,Wright-Jacobson,Chinese,951.85,62,1,20,Weekend
2986,Zomato,Kolkata,Williams Inc,Chinese,301.95,48,3,20,Weekday
2987,Zomato,Chennai,"Garner, Lewis and Kennedy",South Indian,904.45,71,4,12,Weekend
2988,Zomato,Kolkata,"Garcia, Lopez and Vaughan",North Indian,196.36,26,3,9,Weekend
2989,Zomato,Chennai,Cook-Rodriguez,Mughlai,818.69,41,5,13,Weekend
2990,Swiggy,Bangalore,"Smith, Arnold and Atkins",South Indian,414.75,68,2,15,Weekday
2991,Swiggy,Bangalore,Ward-Patrick,Biryani,191.4,31,5,19,Weekday
2992,Zomato,Hyderabad,"Maxwell, Rice and Watson",North Indian,558.45,68,4,15,Weekend
2993,Zomato,Delhi,"Hill, Silva and Miller",Biryani,217.02,24,5,18,Weekend
2994,Zomato,Kolkata,Anderson Ltd,Fast Food,497.8,49,4,13,Weekend
2995,Zomato,Kolkata,"Martinez, Willis and Barr",North Indian,696.15,89,2,12,Weekend
2996,Swiggy,Mumbai,"Roth, Lee and Griffin",Italian,977.47,28,5,13,Weekend
2997,Zomato,Delhi,Jones PLC,South Indian,311.76,49,5,13,Weekday
2998,Zomato,Chennai,"Cooper, Swanson and Mayo",Italian,890.83,63,4,10,Weekday
2999,Swiggy,Bangalore,Ferguson and Sons,Biryani,673.48,47,4,21,Weekend
3000,Swiggy,Bangalore,Anderson Group,Chinese,617.35,37,1,15,Weekend
3001,Zomato,Chennai,"Dawson, Snow and Malone",Biryani,179.15,30,2,20,Weekend
3002,Swiggy,Pune,"Hester, Jacobson and West",Fast Food,172.28,33,4,9,Weekend
3003,Swiggy,Bangalore,"Wilson, Graham and Webb",South Indian,403.63,90,4,17,Weekday
3004,Swiggy,Pune,"Velazquez, Gordon and Johnson",Fast Food,349.5,68,4,15,Weekend
3005,Zomato,Kolkata,"Hill, Ponce and Roberts",Biryani,116.46,27,5,9,Weekday
3006,Swiggy,Delhi,"Brown, Compton and Lee",Biryani,890.35,54,3,20,Weekend
3007,Swiggy,Kolkata,Simpson-Patel,Mughlai,267.84,18,2,15,Weekday
3008,Zomato,Pune,"Mata, Martin and Christensen",Mughlai,955.96,69,1,12,Weekend
3009,Swiggy,Mumbai,Hart-Myers,Mughlai,756.98,79,3,9,Weekday
3010,Swiggy,Mumbai,"Nelson, White and Moore",Mughlai,281.48,72,4,18,Weekday
3011,Swiggy,Mumbai,Vargas Inc,Biryani,348.42,16,3,23,Weekend
3012,Swiggy,Delhi,"Gibson, Zimmerman and Warren",North Indian,775.19,78,4,18,Weekend
3013,Zomato,Mumbai,Phelps-Phillips,Biryani,774.29,64,5,11,Weekend
3014,Swiggy,Chennai,Arnold-Jackson,Fast Food,332.53,89,4,22,Weekend
3015,Zomato,Kolkata,Ferguson LLC,Chinese,929.14,30,2,16,Weekend
3016,Swiggy,Bangalore,Bowman LLC,Fast Food,249.08,30,1,23,Weekday
3017,Zomato,Pune,Nelson Inc,Mughlai,103.12,32,4,18,Weekday
3018,Swiggy,Hyderabad,"Whitney, Mayo and Clark",North Indian,950.94,28,4,17,Weekday
3019,Zomato,Kolkata,Smith LLC,South Indian,216.8,40,4,23,Weekend
3020,Zomato,Hyderabad,"Jacobs, Wood and Miller",Italian,797.4,83,3,14,Weekday
3021,Swiggy,Hyderabad,"Henson, Baker and Anderson",Italian,603.69,28,5,9,Weekday
3022,Zomato,Pune,"Phillips, Galloway and Garrett",North Indian,706.36,85,3,14,Weekend
3023,Swiggy,Mumbai,Holloway and Sons,South Indian,686.2,52,3,21,Weekday
3024,Swiggy,Hyderabad,"Sanford, Thompson and Bonilla",South Indian,246.04,30,3,9,Weekend
3025,Zomato,Pune,"Sandoval, Parrish and Crosby",Chinese,862.22,48,3,16,Weekday
3026,Zomato,Kolkata,"Rodriguez, Reese and Reyes",Italian,714.02,60,2,18,Weekday
3027,Swiggy,Pune,"Scott, Sims and Munoz",Biryani,984.29,61,4,23,Weekday
3028,Swiggy,Bangalore,Montoya and Sons,North Indian,762.22,67,5,22,Weekday
3029,Zomato,Mumbai,Adams-Perkins,North Indian,532.31,16,3,14,Weekday
3030,Zomato,Kolkata,Moore-Hall,South Indian,353.86,42,4,20,Weekday
3031,Swiggy,Pune,"Hamilton, Hernandez and Mendoza",South Indian,359.7,52,4,12,Weekday
3032,Swiggy,Bangalore,White-Lopez,North Indian,764.73,24,5,14,Weekday
3033,Swiggy,Delhi,Lopez Group,North Indian,431.47,24,3,20,Weekend
3034,Zomato,Chennai,"White, Campbell and Collins",Chinese,463.85,46,3,22,Weekend
3035,Swiggy,Bangalore,Roth Ltd,Fast Food,181.64,15,3,22,Weekday
3036,Zomato,Hyderabad,"Lopez, Thomas and Simmons",Italian,333.62,34,4,22,Weekend
3037,Swiggy,Bangalore,Stout-Waller,Italian,322.1,58,3,21,Weekday
3038,Swiggy,Pune,Ramsey and Sons,Biryani,168.72,72,5,14,Weekday
3039,Swiggy,Delhi,"Christensen, Smith and Garcia",Fast Food,434.9,87,4,10,Weekend
3040,Zomato,Bangalore,Smith-Serrano,South Indian,438.74,20,4,21,Weekend
3041,Swiggy,Delhi,"Michael, Anderson and Carrillo",Mughlai,445.02,34,3,13,Weekend
3042,Zomato,Kolkata,Thomas-Burton,Chinese,480.57,74,4,9,Weekend
3043,Swiggy,Hyderabad,Sparks Inc,North Indian,124.58,41,2,17,Weekend
3044,Swiggy,Bangalore,Daniels LLC,Italian,824.96,76,4,19,Weekday
3045,Zomato,Chennai,"Miller, Taylor and Malone",Mughlai,155.08,27,4,13,Weekday
3046,Swiggy,Kolkata,Ochoa-Parker,South Indian,899.8,52,5,22,Weekend
3047,Zomato,Chennai,Moore-Brown,Italian,704.55,64,1,18,Weekday
3048,Zomato,Bangalore,"Adams, Stephens and Smith",Biryani,776.57,82,4,11,Weekend
3049,Swiggy,Pune,Garcia LLC,Fast Food,850.51,20,4,15,Weekend
3050,Swiggy,Mumbai,Hunt Group,Italian,687.43,63,4,11,Weekend
3051,Swiggy,Kolkata,Smith and Sons,Biryani,735.77,58,3,17,Weekend
3052,Zomato,Hyderabad,Perez Group,Mughlai,224.53,31,3,17,Weekend
3053,Zomato,Pune,Gomez LLC,North Indian,465.79,18,4,17,Weekend
3054,Swiggy,Delhi,Dorsey Ltd,North Indian,724.53,62,4,13,Weekday
3055,Zomato,Kolkata,Mcdaniel-Espinoza,North Indian,718.57,33,4,18,Weekend
3056,Swiggy,Bangalore,Vasquez Inc,Fast Food,868.38,69,5,21,Weekday
3057,Zomato,Delhi,Garcia LLC,Mughlai,690.61,56,4,9,Weekend
3058,Zomato,Hyderabad,Jones-Cook,Mughlai,405.1,47,3,22,Weekday
3059,Swiggy,Delhi,Mclean-Gillespie,Biryani,803.13,48,2,11,Weekend
3060,Swiggy,Kolkata,Munoz and Sons,Italian,774.62,31,4,12,Weekday
3061,Swiggy,Chennai,Moreno-Greene,South Indian,257.9,33,4,10,Weekday
3062,Zomato,Kolkata,"Coleman, Barry and Mcdaniel",Chinese,686.12,77,4,10,Weekend
3063,Swiggy,Hyderabad,"Roth, Bailey and Garcia",South Indian,151.49,52,3,23,Weekend
3064,Swiggy,Bangalore,Stanley-Cantu,Chinese,853.43,66,4,12,Weekday
3065,Zomato,Delhi,"Lindsey, Mccormick and Hensley",North Indian,851.99,89,1,18,Weekday
3066,Swiggy,Mumbai,Strickland and Sons,South Indian,772.19,87,4,9,Weekday
3067,Zomato,Delhi,Hernandez-Griffin,Mughlai,457.77,78,5,9,Weekend
3068,Swiggy,Kolkata,Briggs-Wilson,North Indian,505.52,17,5,21,Weekday
3069,Zomato,Delhi,Moyer-Ramirez,Italian,898.38,20,5,19,Weekday
3070,Swiggy,Bangalore,Morris and Sons,Fast Food,278.46,38,4,16,Weekday
3071,Zomato,Bangalore,Saunders LLC,Italian,619.81,29,5,16,Weekday
3072,Zomato,Kolkata,Snyder-Olson,Italian,489.91,45,5,9,Weekday
3073,Swiggy,Chennai,Guzman-Fields,Italian,780.61,56,3,11,Weekend
3074,Zomato,Mumbai,Pham Ltd,Mughlai,643.26,43,2,20,Weekday
3075,Zomato,Delhi,Reyes PLC,Fast Food,875.06,35,5,10,Weekend
3076,Swiggy,Bangalore,Ryan-Vasquez,Mughlai,142.98,87,5,9,Weekday
3077,Zomato,Chennai,"Underwood, Cruz and Carpenter",Italian,507.31,57,5,16,Weekday
3078,Zomato,Bangalore,Rose-Frank,South Indian,629.3,48,4,19,Weekend
3079,Swiggy,Hyderabad,"Robinson, Miller and Ward",Mughlai,100.51,84,4,22,Weekday
3080,Zomato,Chennai,Mcknight Inc,Italian,994.35,67,5,9,Weekday
3081,Swiggy,Pune,Grant-Rosario,North Indian,698.6,28,4,22,Weekday
3082,Swiggy,Delhi,Brown LLC,South Indian,794.48,62,4,13,Weekday
3083,Swiggy,Bangalore,Allison-Delacruz,Chinese,587.99,19,4,11,Weekday
3084,Zomato,Delhi,Phillips and Sons,South Indian,285.66,15,5,12,Weekend
3085,Swiggy,Mumbai,"Bonilla, Durham and Sanchez",South Indian,828.63,57,3,9,Weekday
3086,Swiggy,Bangalore,Brown and Sons,Chinese,395.7,19,3,15,Weekend
3087,Swiggy,Pune,Hayden Ltd,South Indian,779.55,46,3,11,Weekend
3088,Swiggy,Hyderabad,Bennett Inc,South Indian,632.89,31,1,17,Weekday
3089,Zomato,Pune,"Hanna, Watson and Miles",Mughlai,766.38,44,2,22,Weekend
3090,Zomato,Mumbai,"Perkins, Woods and Wheeler",South Indian,891.73,22,4,14,Weekend
3091,Zomato,Kolkata,Johnson LLC,Fast Food,641.03,32,5,10,Weekday
3092,Swiggy,Hyderabad,Miller Inc,Italian,278.28,76,4,18,Weekend
3093,Zomato,Delhi,Carroll Group,North Indian,915.77,64,3,21,Weekend
3094,Swiggy,Pune,Cannon Group,South Indian,911.52,58,4,21,Weekday
3095,Swiggy,Delhi,"Taylor, Rose and Rush",Italian,501.7,44,2,14,Weekday
3096,Zomato,Delhi,Jenkins-Rogers,Italian,869.47,50,4,11,Weekend
3097,Zomato,Hyderabad,"Dominguez, Mitchell and Moore",North Indian,907.57,33,4,23,Weekend
3098,Swiggy,Hyderabad,"Johnson, Potter and Gordon",Biryani,789.81,18,1,18,Weekday
3099,Zomato,Bangalore,Sanders Group,Biryani,223.69,22,3,20,Weekday
3100,Swiggy,Bangalore,"Vaughan, Gibson and Dawson",Mughlai,307.24,57,3,14,Weekday
3101,Zomato,Delhi,Ellison-Shaw,Mughlai,794.7,27,4,10,Weekend
3102,Swiggy,Chennai,"Perez, Huynh and Nelson",Biryani,144.43,71,4,18,Weekend
3103,Swiggy,Bangalore,Boyd and Sons,Italian,644.92,31,3,20,Weekend
3104,Swiggy,Delhi,"Lewis, Montgomery and Robinson",North Indian,551.55,45,4,13,Weekend
3105,Swiggy,Pune,Carson PLC,South Indian,762.36,15,3,17,Weekend
3106,Zomato,Mumbai,"Skinner, Velasquez and Mcdonald",Italian,543.44,63,5,12,Weekday
3107,Swiggy,Kolkata,Delgado-Sullivan,South Indian,630.02,86,4,10,Weekend
3108,Swiggy,Delhi,Martin-Pratt,Chinese,520.54,84,4,15,Weekend
3109,Swiggy,Pune,"Coleman, Nelson and Garcia",Chinese,672.89,60,4,17,Weekday
3110,Swiggy,Kolkata,Morrison-Bradford,Chinese,729.52,76,2,21,Weekday
3111,Swiggy,Chennai,Allen and Sons,Fast Food,339.51,76,2,18,Weekday
3112,Zomato,Bangalore,"Rodriguez, Lewis and Smith",South Indian,876.04,55,4,10,Weekend
3113,Swiggy,Pune,Lopez-Harris,South Indian,255.35,59,1,10,Weekday
3114,Zomato,Chennai,Allen Inc,Biryani,697.32,66,3,23,Weekend
3115,Zomato,Delhi,"Cunningham, Elliott and Tyler",Fast Food,470.07,90,4,23,Weekday
3116,Swiggy,Mumbai,Williams Inc,Biryani,951.19,35,3,13,Weekday
3117,Zomato,Pune,Smith-Kelly,Fast Food,257.5,16,4,18,Weekend
3118,Zomato,Delhi,Benjamin-Porter,Biryani,724.26,20,2,15,Weekday
3119,Zomato,Kolkata,Walton-Swanson,Chinese,845.23,21,5,14,Weekend
3120,Swiggy,Delhi,Park Inc,North Indian,529.49,51,4,9,Weekday
3121,Swiggy,Mumbai,Russell-Figueroa,Mughlai,784.23,88,3,14,Weekday
3122,Swiggy,Delhi,Shaw and Sons,South Indian,368.09,74,2,18,Weekday
3123,Zomato,Kolkata,Matthews Group,North Indian,725.35,68,5,23,Weekday
3124,Zomato,Hyderabad,Willis-Christian,Mughlai,133.54,66,3,10,Weekend
3125,Swiggy,Hyderabad,Martin-Fleming,Italian,883.28,65,3,20,Weekend
3126,Swiggy,Mumbai,Mcclure Inc,Fast Food,393.01,74,3,13,Weekend
3127,Swiggy,Hyderabad,"Hall, Lewis and Maldonado",Biryani,483.05,33,5,19,Weekday
3128,Swiggy,Kolkata,Mack and Sons,South Indian,807.85,29,1,23,Weekend
3129,Zomato,Chennai,"Black, Chandler and Curtis",North Indian,968.5,53,2,12,Weekday
3130,Zomato,Bangalore,West-Anderson,Chinese,909.94,51,2,20,Weekday
3131,Zomato,Delhi,Ward-Chase,Italian,522.88,64,4,16,Weekend
3132,Swiggy,Hyderabad,Williams-Marquez,Biryani,723.29,47,4,11,Weekday
3133,Zomato,Hyderabad,"Hughes, Clark and Bishop",Biryani,162.52,56,5,10,Weekend
3134,Swiggy,Mumbai,Rubio PLC,Biryani,861.61,87,3,13,Weekday
3135,Swiggy,Delhi,"Gamble, Davis and Smith",Chinese,604.33,71,3,21,Weekend
3136,Swiggy,Kolkata,Payne-Novak,Italian,251.4,49,3,21,Weekend
3137,Swiggy,Pune,Porter Group,Biryani,449.85,47,4,21,Weekday
3138,Swiggy,Bangalore,Jackson-Phillips,Biryani,364.08,83,3,12,Weekend
3139,Swiggy,Hyderabad,Ramirez LLC,Fast Food,611.04,50,4,11,Weekday
3140,Zomato,Chennai,Davis-White,Mughlai,339.6,16,5,9,Weekend
3141,Swiggy,Pune,Scott-Kennedy,Biryani,403.49,55,4,13,Weekday
3142,Swiggy,Hyderabad,Hines-Ramos,Mughlai,350.67,56,4,18,Weekday
3143,Swiggy,Pune,Case PLC,Biryani,298.34,83,2,19,Weekend
3144,Swiggy,Bangalore,Williams-Trevino,Italian,861.79,67,4,13,Weekday
3145,Zomato,Pune,Ortiz-Harvey,Fast Food,335.73,42,4,15,Weekend
3146,Swiggy,Pune,"Anderson, Richardson and Kirk",Biryani,506.24,59,5,13,Weekend
3147,Zomato,Delhi,Brooks-Fleming,Mughlai,889.16,44,4,23,Weekday
3148,Zomato,Chennai,"Cole, Rich and Esparza",Chinese,894.04,26,4,22,Weekday
3149,Swiggy,Delhi,Oliver Ltd,Italian,527.84,36,4,10,Weekday
3150,Zomato,Bangalore,Figueroa and Sons,North Indian,727.75,86,3,13,Weekday
3151,Zomato,Hyderabad,"Nicholson, Smith and Farrell",Biryani,894.07,19,3,9,Weekday
3152,Swiggy,Hyderabad,Bennett-Hudson,Chinese,923.36,90,4,12,Weekday
3153,Zomato,Hyderabad,Walker Group,Mughlai,496.03,42,1,15,Weekend
3154,Swiggy,Pune,"Davis, Owens and Day",South Indian,264.73,38,4,23,Weekend
3155,Zomato,Kolkata,Rodriguez-White,North Indian,652.88,80,4,19,Weekend
3156,Zomato,Delhi,Lowery Group,Fast Food,783.93,20,3,21,Weekday
3157,Zomato,Delhi,Gonzalez-Murphy,Chinese,711.76,36,4,20,Weekend
3158,Zomato,Mumbai,Peterson-Munoz,Mughlai,859.45,56,5,22,Weekend
3159,Swiggy,Delhi,Park Group,Biryani,206.15,73,2,19,Weekend
3160,Swiggy,Pune,Ramirez Inc,Biryani,461.33,71,1,15,Weekday
3161,Swiggy,Kolkata,"Moore, Harrison and Bowman",North Indian,786.28,66,4,18,Weekday
3162,Zomato,Delhi,Carroll-Huerta,Biryani,622.19,37,4,17,Weekday
3163,Swiggy,Hyderabad,Brown-Stokes,North Indian,605.67,68,4,23,Weekday
3164,Swiggy,Hyderabad,Irwin-Lewis,North Indian,511.79,15,4,22,Weekend
3165,Zomato,Delhi,Parrish Ltd,Italian,628.58,35,1,20,Weekday
3166,Swiggy,Chennai,Nelson-Reid,Biryani,313.66,56,3,19,Weekday
3167,Swiggy,Bangalore,Thomas LLC,Chinese,797.58,68,4,15,Weekday
3168,Swiggy,Pune,Miller-Russo,Chinese,837.57,71,3,14,Weekend
3169,Swiggy,Bangalore,Savage-Warren,South Indian,605.27,80,4,13,Weekday
3170,Swiggy,Chennai,"Orozco, White and Brown",South Indian,804.53,24,4,17,Weekday
3171,Zomato,Hyderabad,Peterson-Mullins,Fast Food,874.03,15,3,15,Weekend
3172,Swiggy,Chennai,Gonzalez Group,North Indian,409.37,82,4,21,Weekday
3173,Swiggy,Hyderabad,Alvarez-Barker,Mughlai,865.82,89,5,19,Weekday
3174,Swiggy,Bangalore,Sheppard Group,North Indian,279.74,72,4,10,Weekend
3175,Swiggy,Pune,Gaines-Hudson,South Indian,471.04,53,1,23,Weekday
3176,Swiggy,Mumbai,Hoffman PLC,Fast Food,666.19,19,4,23,Weekday
3177,Zomato,Delhi,Miller Ltd,Italian,235.2,36,4,15,Weekday
3178,Zomato,Kolkata,"Jensen, Morris and Downs",Chinese,858.2,56,4,9,Weekday
3179,Zomato,Delhi,"Newton, Doyle and Stewart",Fast Food,556.88,89,5,18,Weekday
3180,Zomato,Chennai,Mosley and Sons,Chinese,179.94,68,4,15,Weekday
3181,Zomato,Kolkata,Lin-Wilson,North Indian,254.34,75,4,11,Weekday
3182,Swiggy,Pune,"Russell, Meyer and Smith",South Indian,856.6,45,4,16,Weekday
3183,Swiggy,Hyderabad,Harding-Mathews,South Indian,705.27,48,3,12,Weekend
3184,Zomato,Chennai,"Cole, Montes and Davis",Mughlai,265.49,47,3,17,Weekend
3185,Swiggy,Mumbai,Reese and Sons,South Indian,109.86,52,5,23,Weekday
3186,Zomato,Delhi,Horton-Schroeder,Mughlai,889.21,42,4,9,Weekday
3187,Swiggy,Delhi,"Gray, Bailey and Farley",Italian,427.81,16,3,23,Weekend
3188,Zomato,Hyderabad,"Ray, Smith and Cervantes",Biryani,834.73,22,3,15,Weekend
3189,Swiggy,Delhi,Turner LLC,Biryani,364.28,63,3,22,Weekend
3190,Swiggy,Bangalore,"Fuentes, Martinez and Porter",Chinese,300.08,69,3,21,Weekday
3191,Zomato,Kolkata,Gutierrez-Bell,Chinese,801.0,50,4,12,Weekend
3192,Zomato,Kolkata,"Simmons, Dickson and Rogers",Fast Food,592.11,30,3,20,Weekend
